AZ.10,Balakan Rayon__Balakǝn
AZ.11,Barda Rayon__Bǝrdǝ
AZ.09,Baki__Baki
AZ.01,Abseron__Abşeron
AZ.06,Agsu__Ağsu
AZ.04,Agdas__Ağdaş
AZ.19,Gadabay Rayon__Gǝdǝbǝy
AZ.05,Agstafa__Ağstafa
AZ.20,Ganja City__Gǝncǝ
AZ.33,Mingacevir City__Mingǝcevir
AZ.34,Naftalan__Naftalan
AZ.41,Qobustan__Qobustan
AZ.52,Samux__Samux
AZ.48,Shaki City__Shaki City
AZ.53,Siazan Rayon__Siyǝzǝn
AZ.54,Sumqayit__Sumqayit
AZ.63,Xizi__Xızı
AZ.68,Yevlax City__Yevlax City
AZ.23,Haciqabul__Hacıqabul
AZ.75,Nakhchivan__Nakhchivan
BA.01,Federation of B&H__Federation of B&H
BA.02,Srspka__Srspka
BA.BRC,Brcko__Brčko
BB.11,Saint Thomas__Saint Thomas
BB.10,Saint Philip__Saint Philip
BB.09,Saint Peter__Saint Peter
BB.08,Saint Michael__Saint Michael
BB.07,Saint Lucy__Saint Lucy
BB.06,Saint Joseph__Saint Joseph
BB.05,Saint John__Saint John
BB.04,Saint James__Saint James
BB.03,Saint George__Saint George
BB.02,Saint Andrew__Saint Andrew
BB.01,Christ Church__Christ Church
BD.83,Rajshahi Division__Rajshahi Division
BD.81,Dhaka__Dhaka
BD.84,Chittagong__Chittagong
BD.82,Khulna__Khulna
BD.85,Barisal__Barisāl
BD.86,Sylhet__Sylhet
BD.87,Rangpur Division__Rangpur Division
BD.H,Mymensingh Division__Mymensingh Division
BE.BRU,Brussels Capital__Brussels Capital
BE.WAL,Wallonia__Wallonia
BE.VLG,Flanders__Flanders
BF.01,Boucle du Mouhoun__Boucle du Mouhoun
BF.02,Cascades__Cascades
BF.03,Centre__Centre
BF.04,Centre-Est__Centre-Est
BF.05,Centre-Nord__Centre-Nord
BF.06,Centre-Ouest__Centre-Ouest
BF.07,Centre-Sud__Centre-Sud
BF.08,Est__Est
BF.09,Hauts-Bassins__Hauts-Bassins
BF.10,Nord__Nord
BF.11,Plateau-Central__Plateau-Central
BF.12,Sahel__Sahel
BF.13,Sud-Ouest__Sud-Ouest
BG.52,Razgrad__Razgrad
BG.47,Montana__Montana
BG.64,Vratsa__Vratsa
BG.61,Varna__Varna
BG.40,Dobrich__Dobrich
BG.58,Sofia__Sofia
BG.53,Ruse__Ruse
BG.51,Plovdiv__Plovdiv
BG.50,Pleven__Pleven
BG.49,Pernik__Pernik
BG.48,Pazardzhik__Pazardzhik
BG.46,Lovech__Lovech
BG.43,Khaskovo__Khaskovo
BG.42,Sofia-Capital__Sofia-Capital
BG.39,Burgas__Burgas
BG.38,Blagoevgrad__Blagoevgrad
BG.41,Gabrovo__Gabrovo
BG.44,Kurdzhali__Kŭrdzhali
BG.45,Kyustendil__Kyustendil
BG.54,Shumen__Shumen
BG.55,Silistra__Silistra
BG.56,Sliven__Sliven
BG.57,Smolyan__Smolyan
BG.59,Stara Zagora__Stara Zagora
BG.60,Turgovishte__Tŭrgovishte
BG.62,Veliko Turnovo__Veliko Tŭrnovo
BG.63,Vidin__Vidin
BG.65,Yambol__Yambol
BH.15,Muharraq__Muharraq
BH.16,Manama__Manama
BH.17,Southern Governorate__Southern Governorate
BH.19,Northern__Northern
BI.17,Makamba__Makamba
BI.10,Bururi__Bururi
BI.22,Muramvya__Muramvya
BI.13,Gitega__Gitega
BI.21,Ruyigi__Ruyigi
BI.11,Cankuzo__Cankuzo
BI.14,Karuzi__Karuzi
BI.09,Bubanza__Bubanza
BI.12,Cibitoke__Cibitoke
BI.19,Ngozi__Ngozi
BI.15,Kayanza__Kayanza
BI.18,Muyinga__Muyinga
BI.16,Kirundo__Kirundo
BI.20,Rutana__Rutana
BI.23,Mwaro__Mwaro
BI.24,Bujumbura Mairie__Bujumbura Mairie
BI.25,Bujumbura Rural__Bujumbura Rural
BI.26,Rumonge__Rumonge
BJ.18,Zou__Zou
BJ.16,Oueme__Ouémé
BJ.15,Mono__Mono
BJ.10,Borgou__Borgou
BJ.09,Atlantique__Atlantique
BJ.08,Atakora__Atakora
BJ.07,Alibori__Alibori
BJ.11,Collines__Collines
BJ.12,Kouffo__Kouffo
BJ.13,Donga__Donga
BJ.14,Littoral__Littoral
BJ.17,Plateau__Plateau
BM.11,Warwick__Warwick
BM.10,Southampton__Southampton
BM.09,Smith's Parish__Smithʼs
BM.08,Sandys__Sandys
BM.07,Saint George's Parish__Saint Georgeʼs
BM.06,Saint George__Saint George
BM.05,Pembroke__Pembroke
BM.04,Paget__Paget
BM.02,Hamilton__Hamilton
BM.03,Hamilton city__Hamilton city
BM.01,Devonshire__Devonshire
BN.04,Tutong__Tutong
BN.03,Temburong__Temburong
BN.02,Brunei and Muara__Brunei and Muara
BN.01,Belait__Belait
BO.09,Tarija__Tarija
BO.08,Santa Cruz__Santa Cruz
BO.07,Potosi__Potosí
BO.06,Pando__Pando
BO.05,Oruro__Oruro
BO.04,La Paz__La Paz
BO.02,Cochabamba__Cochabamba
BO.01,Chuquisaca__Chuquisaca
BO.03,El Beni__El Beni
BQ.BO,Bonaire__Bonaire
BQ.SB,Saba__Saba
BQ.SE,Sint Eustatius__Sint Eustatius
BR.22,Rio Grande do Norte__Rio Grande do Norte
BR.20,Piaui__Piauí
BR.30,Pernambuco__Pernambuco
BR.17,Paraiba__Paraíba
BR.16,Para__Pará
BR.13,Maranhao__Maranhão
BR.06,Ceara__Ceará
BR.03,Amapa__Amapá
BR.02,Alagoas__Alagoas
BR.28,Sergipe__Sergipe
BR.27,Sao Paulo__São Paulo
BR.26,Santa Catarina__Santa Catarina
BR.23,Rio Grande do Sul__Rio Grande do Sul
BR.21,Rio de Janeiro__Rio de Janeiro
BR.18,Parana__Paraná
BR.15,Minas Gerais__Minas Gerais
BR.11,Mato Grosso do Sul__Mato Grosso do Sul
BR.14,Mato Grosso__Mato Grosso
BR.29,Goias__Goiás
BR.07,Federal District__Federal District
BR.08,Espirito Santo__Espírito Santo
BR.05,Bahia__Bahia
BR.31,Tocantins__Tocantins
BR.25,Roraima__Roraima
BR.04,Amazonas__Amazonas
BR.01,Acre__Acre
BR.24,Rondonia__Rondônia
BS.35,San Salvador__San Salvador
BS.18,Ragged Island__Ragged Island
BS.32,Berry Islands__Berry Islands
BS.23,New Providence__New Providence
BS.16,Mayaguana__Mayaguana
BS.15,Long Island__Long Island
BS.13,Inagua__Inagua
BS.22,Harbour Island__Harbour Island
BS.25,Freeport__Freeport
BS.10,Exuma__Exuma
BS.06,Cat Island__Cat Island
BS.05,Bimini__Bimini
BS.24,Acklins__Acklins
BS.36,Black Point__Black Point
BS.37,Central Abaco__Central Abaco
BS.38,Central Andros__Central Andros
BS.39,Central Eleuthera__Central Eleuthera
BS.40,Crooked Island and Long Cay__Crooked Island and Long Cay
BS.41,East Grand Bahama__East Grand Bahama
BS.42,Grand Cay__Grand Cay
BS.43,Hope Town__Hope Town
BS.44,Mangrove Cay__Mangrove Cay
BS.45,Moore's Island__Moore’s Island
BS.46,North Abaco__North Abaco
BS.47,North Andros__North Andros
BS.48,North Eleuthera__North Eleuthera
BS.49,Rum Cay__Rum Cay
BS.50,South Abaco__South Abaco
BS.51,South Andros__South Andros
BS.52,South Eleuthera__South Eleuthera
BS.53,Spanish Wells__Spanish Wells
BS.54,West Grand Bahama__West Grand Bahama
BT.05,Bumthang__Bumthang
BT.06,Chukha__Chukha
BT.08,Dagana__Dagana
BT.07,Chirang__Chirang
BT.09,Geylegphug__Geylegphug
BT.10,Haa__Haa
BT.11,Lhuntse__Lhuntse
BT.12,Mongar__Mongar
BT.13,Paro__Paro
BT.14,Pemagatshel__Pemagatshel
BT.15,Punakha__Punakha
BT.16,Samchi__Samchi
BT.17,Samdrup Jongkhar__Samdrup Jongkhar
BT.18,Shemgang__Shemgang
BT.19,Tashigang__Tashigang
BT.20,Thimphu__Thimphu
BT.21,Tongsa__Tongsa
BT.22,Wangdi Phodrang__Wangdi Phodrang
BT.23,Gasa__Gasa
BT.24,Trashi Yangste__Trashi Yangste
BW.10,Ngwaketsi__Ngwaketsi
BW.09,South-East__South-East
BW.08,North-East__North-East
BW.11,North-West__North-West
BW.06,Kweneng__Kweneng
BW.05,Kgatleng__Kgatleng
BW.04,Kgalagadi__Kgalagadi
BW.03,Ghanzi__Ghanzi
BW.12,Chobe__Chobe
BW.01,Central__Central
BW.13,City of Francistown__City of Francistown
BW.14,Gaborone__Gaborone
BW.15,Jwaneng__Jwaneng
BW.16,Lobatse__Lobatse
BW.17,Selibe Phikwe__Selibe Phikwe
BW.18,Sowa Town__Sowa Town
BY.07,Vitebsk__Vitebsk
BY.06,Mogilev__Mogilev
BY.05,Minsk__Minsk
BY.04,Minsk City__Minsk City
BY.03,Grodnenskaya__Grodnenskaya
BY.02,Gomel__Gomel
BY.01,Brest__Brest
BZ.06,Toledo__Toledo
BZ.05,Stann Creek__Stann Creek
BZ.04,Orange Walk__Orange Walk
BZ.03,Corozal__Corozal
BZ.02,Cayo__Cayo
BZ.01,Belize__Belize
CA.01,Alberta__Alberta
CA.02,British Columbia__British Columbia
CA.03,Manitoba__Manitoba
CA.04,New Brunswick__New Brunswick
CA.13,Northwest Territories__Northwest Territories
CA.07,Nova Scotia__Nova Scotia
CA.14,Nunavut__Nunavut
CA.08,Ontario__Ontario
CA.09,Prince Edward Island__Prince Edward Island
CA.10,Quebec__Quebec
CA.11,Saskatchewan__Saskatchewan
CA.12,Yukon__Yukon
CA.05,Newfoundland and Labrador__Newfoundland and Labrador
CD.31,Tshuapa__Tshuapa
CD.30,Tshopo__Tshopo
CD.29,Tanganika__Tanganika
CD.12,South Kivu__South Kivu
CD.27,Sankuru__Sankuru
CD.11,Nord Kivu__Nord Kivu
CD.25,Mongala__Mongala
CD.10,Maniema__Maniema
CD.23,Kasai-Central__Kasaï-Central
CD.04,Kasai-Oriental__Kasaï-Oriental
CD.18,Kasai__Kasai
CD.17,Ituri__Ituri
CD.16,Haut Uele__Haut Uele
CD.15,Haut-Lomani__Haut-Lomani
CD.02,Equateur__Équateur
CD.13,Bas Uele__Bas Uele
CD.22,Lualaba__Lualaba
CD.24,Mai Ndombe__Mai Ndombe
CD.20,Kwilu__Kwilu
CD.19,Kwango__Kwango
CD.06,Kinshasa__Kinshasa
CD.08,Bas-Congo__Bas-Congo
CD.14,Haut-Katanga__Haut-Katanga
CD.21,Lomami__Lomami
CD.26,Nord-Ubangi__Nord-Ubangi
CD.28,Sud-Ubangi__Sud-Ubangi
CF.14,Vakaga__Vakaga
CF.11,Ouaka__Ouaka
CF.08,Mbomou__Mbomou
CF.05,Haut-Mbomou__Haut-Mbomou
CF.03,Haute-Kotto__Haute-Kotto
CF.02,Basse-Kotto__Basse-Kotto
CF.01,Bamingui-Bangoran__Bamingui-Bangoran
CF.16,Sangha-Mbaere__Sangha-Mbaéré
CF.13,Ouham-Pende__Ouham-Pendé
CF.12,Ouham__Ouham
CF.17,Ombella-M'Poko__Ombella-M'Poko
CF.09,Nana-Mambere__Nana-Mambéré
CF.07,Lobaye__Lobaye
CF.06,Kemo__Kémo
CF.04,Mambere-Kadei__Mambéré-Kadéï
CF.15,Nana-Grebizi__Nana-Grébizi
CF.18,Bangui__Bangui
CG.10,Sangha__Sangha
CG.11,Pool__Pool
CG.08,Plateaux__Plateaux
CG.07,Niari__Niari
CG.06,Likouala__Likouala
CG.05,Lekoumou__Lékoumou
CG.04,Kouilou__Kouilou
CG.13,Cuvette__Cuvette
CG.01,Bouenza__Bouenza
CG.12,Brazzaville__Brazzaville
CG.14,Cuvette-Ouest__Cuvette-Ouest
CG.7280295,Pointe-Noire__Pointe-Noire
CH.ZH,Zurich__Zurich
CH.ZG,Zug__Zug
CH.VD,Vaud__Vaud
CH.VS,Valais__Valais
CH.UR,Uri__Uri
CH.TI,Ticino__Ticino
CH.TG,Thurgau__Thurgau
CH.SO,Solothurn__Solothurn
CH.SZ,Schwyz__Schwyz
CH.SH,Schaffhausen__Schaffhausen
CH.SG,Saint Gallen__Saint Gallen
CH.OW,Obwalden__Obwalden
CH.NW,Nidwalden__Nidwalden
CH.NE,Neuchatel__Neuchâtel
CH.LU,Lucerne__Lucerne
CH.JU,Jura__Jura
CH.GR,Grisons__Grisons
CH.GL,Glarus__Glarus
CH.GE,Geneva__Geneva
CH.FR,Fribourg__Fribourg
CH.BE,Bern__Bern
CH.BS,Basel-City__Basel-City
CH.BL,Basel-Landschaft__Basel-Landschaft
CH.AR,Appenzell Ausserrhoden__Appenzell Ausserrhoden
CH.AI,Appenzell Innerrhoden__Appenzell Innerrhoden
CH.AG,Aargau__Aargau
CI.98,Yamoussoukro Autonomous District__Yamoussoukro Autonomous District
CI.76,Bas-Sassandra__Bas-Sassandra
CI.94,Comoe__Comoé
CI.77,Denguele__Denguélé
CI.95,Goh-Djiboua__Gôh-Djiboua
CI.81,Lacs__Lacs
CI.82,Lagunes__Lagunes
CI.78,Montagnes__Montagnes
CI.96,Sassandra-Marahoue__Sassandra-Marahoué
CI.87,Savanes__Savanes
CI.90,Vallee du Bandama__Vallée du Bandama
CI.97,Woroba__Woroba
CI.92,Zanzan__Zanzan
CI.93,Abidjan__Abidjan
CK.11695124,Aitutaki__Aitutaki
CK.11695126,Atiu__Atiu
CK.11695127,Mangaia__Mangaia
CK.11695384,Manihiki__Manihiki
CK.11695385,Ma'uke__Ma'uke
CK.11695386,Mitiaro__Mitiaro
CK.11695387,Palmerston__Palmerston
CK.11695388,Penrhyn__Penrhyn
CK.11695389,Pukapuka__Pukapuka
CK.11695390,Rakahanga__Rakahanga
CK.11695425,Rarotonga__Rarotonga
CL.01,Valparaiso__Valparaíso
CL.15,Tarapaca__Tarapacá
CL.12,Santiago Metropolitan__Santiago Metropolitan
CL.11,Maule Region__Maule Region
CL.14,Los Lagos Region__Los Lagos Region
CL.08,O'Higgins Region__O'Higgins Region
CL.07,Coquimbo Region__Coquimbo Region
CL.06,Biobio__Biobío
CL.05,Atacama__Atacama
CL.04,Araucania__Araucanía
CL.03,Antofagasta__Antofagasta
CL.02,Aysen__Aysén
CL.10,Region of Magallanes__Region of Magallanes
CL.16,Arica y Parinacota__Arica y Parinacota
CL.17,Los Rios Region__Los Ríos Region
CM.09,South-West__South-West
CM.14,South__South
CM.08,West__West
CM.07,North-West__North-West
CM.13,North__North
CM.05,Littoral__Littoral
CM.12,Far North__Far North
CM.04,East__East
CM.11,Centre__Centre
CM.10,Adamaoua__Adamaoua
CN.14,Tibet__Tibet
CN.06,Qinghai__Qinghai
CN.13,Xinjiang__Xinjiang
CN.02,Zhejiang__Zhejiang
CN.29,Yunnan__Yunnan
CN.28,Tianjin__Tianjin
CN.32,Sichuan__Sichuan
CN.24,Shanxi__Shanxi
CN.23,Shanghai__Shanghai
CN.25,Shandong__Shandong
CN.26,Shaanxi__Shaanxi
CN.21,Ningsia Hui Autonomous Region__Ningsia Hui Autonomous Region
CN.03,Jiangxi__Jiangxi
CN.04,Jiangsu__Jiangsu
CN.11,Hunan__Hunan
CN.12,Hubei__Hubei
CN.09,Henan__Henan
CN.10,Hebei__Hebei
CN.31,Hainan__Hainan
CN.18,Guizhou__Guizhou
CN.16,Guangxi__Guangxi
CN.30,Guangdong__Guangdong
CN.15,Gansu__Gansu
CN.07,Fujian__Fujian
CN.33,Chongqing__Chongqing
CN.01,Anhui__Anhui
CN.20,Inner Mongolia__Inner Mongolia
CN.19,Liaoning__Liaoning
CN.05,Jilin__Jilin
CN.08,Heilongjiang__Heilongjiang
CN.22,Beijing__Beijing
CO.31,Vichada__Vichada
CO.30,Vaupes__Vaupés
CO.29,Valle del Cauca__Valle del Cauca
CO.28,Tolima__Tolima
CO.27,Sucre__Sucre
CO.26,Santander__Santander
CO.25,San Andres y Providencia__San Andres y Providencia
CO.24,Risaralda__Risaralda
CO.23,Quindio__Quindío
CO.22,Putumayo__Putumayo
CO.21,Norte de Santander__Norte de Santander
CO.20,Narino__Nariño
CO.19,Meta__Meta
CO.38,Magdalena__Magdalena
CO.17,La Guajira__La Guajira
CO.16,Huila__Huila
CO.14,Guaviare__Guaviare
CO.15,Guainia__Guainía
CO.33,Cundinamarca__Cundinamarca
CO.12,Cordoba__Córdoba
CO.11,Choco__Chocó
CO.10,Cesar__Cesar
CO.09,Cauca__Cauca
CO.32,Casanare__Casanare
CO.08,Caqueta__Caquetá
CO.37,Caldas__Caldas
CO.36,Boyaca__Boyacá
CO.35,Bolivar__Bolívar
CO.34,Bogota D.C.__Bogota D.C.
CO.04,Atlantico__Atlántico
CO.03,Arauca__Arauca
CO.02,Antioquia__Antioquia
CO.01,Amazonas__Amazonas
CR.08,San Jose__San José
CR.07,Puntarenas__Puntarenas
CR.06,Limon__Limón
CR.04,Heredia__Heredia
CR.03,Guanacaste__Guanacaste
CR.02,Cartago__Cartago
CR.01,Alajuela__Alajuela
CU.16,Villa Clara__Villa Clara
CU.15,Santiago de Cuba__Santiago de Cuba
CU.14,Sancti Spiritus__Sancti Spíritus
CU.01,Pinar del Rio__Pinar del Río
CU.03,Matanzas__Matanzas
CU.13,Las Tunas__Las Tunas
CU.04,Isla de la Juventud__Isla de la Juventud
CU.12,Holguin__Holguín
CU.10,Guantanamo__Guantánamo
CU.09,Granma__Granma
CU.02,La Habana__La Habana
CU.08,Cienfuegos__Cienfuegos
CU.07,Ciego de Avila__Ciego de Ávila
CU.05,Camaguey__Camagüey
CU.AR,Artemisa__Artemisa
CU.MA,Mayabeque__Mayabeque
CV.20,Tarrafal__Tarrafal
CV.11,Sao Vicente__São Vicente
CV.15,Santa Catarina__Santa Catarina
CV.08,Sal__Sal
CV.07,Ribeira Grande__Ribeira Grande
CV.14,Praia__Praia
CV.05,Paul__Paul
CV.04,Maio__Maio
CV.02,Brava__Brava
CV.01,Boa Vista__Boa Vista
CV.13,Mosteiros__Mosteiros
CV.16,Santa Cruz__Santa Cruz
CV.17,Sao Domingos__São Domingos
CV.18,Sao Filipe__São Filipe
CV.19,Sao Miguel__São Miguel
CV.21,Porto Novo__Porto Novo
CV.22,Ribeira Brava__Ribeira Brava
CV.24,Santa Catarina do Fogo__Santa Catarina do Fogo
CV.26,Sao Salvador do Mundo__São Salvador do Mundo
CV.27,Tarrafal de Sao Nicolau__Tarrafal de São Nicolau
CV.25,Sao Lourenco dos Orgaos__São Lourenço dos Órgãos
CV.23,Ribeira Grande de Santiago__Ribeira Grande de Santiago
CY.06,Pafos__Pafos
CY.04,Nicosia__Nicosia
CY.05,Limassol__Limassol
CY.03,Larnaka__Larnaka
CY.02,Keryneia__Keryneia
CY.01,Ammochostos__Ammochostos
CZ.52,Praha__Praha
CZ.78,South Moravian__South Moravian
CZ.79,Jihocesky__Jihočeský
CZ.80,Vysocina__Vysočina
CZ.81,Karlovarsky__Karlovarský
CZ.82,Kralovehradecky__Královéhradecký
CZ.83,Liberecky__Liberecký
CZ.84,Olomoucky__Olomoucký
CZ.85,Moravskoslezsky__Moravskoslezský
CZ.86,Pardubicky__Pardubický
CZ.87,Plzensky__Plzeňský
CZ.88,Central Bohemia__Central Bohemia
CZ.89,Ustecky__Ústecký
CZ.90,Zlin__Zlín
DE.15,Thuringia__Thuringia
DE.10,Schleswig-Holstein__Schleswig-Holstein
DE.14,Saxony-Anhalt__Saxony-Anhalt
DE.13,Saxony__Saxony
DE.09,Saarland__Saarland
DE.08,Rheinland-Pfalz__Rheinland-Pfalz
DE.07,North Rhine-Westphalia__North Rhine-Westphalia
DE.06,Lower Saxony__Lower Saxony
DE.12,Mecklenburg-Vorpommern__Mecklenburg-Vorpommern
DE.05,Hesse__Hesse
DE.04,Hamburg__Hamburg
DE.03,Bremen__Bremen
DE.11,Brandenburg__Brandenburg
DE.16,Berlin__Berlin
DE.02,Bavaria__Bavaria
DE.01,Baden-Wuerttemberg__Baden-Württemberg
DJ.05,Tadjourah__Tadjourah
DJ.04,Obock__Obock
DJ.07,Djibouti__Djibouti
DJ.06,Dikhil__Dikhil
DJ.01,Ali Sabieh__Ali Sabieh
DJ.08,Arta__Arta
DK.17,Capital Region__Capital Region
DK.18,Central Jutland__Central Jutland
DK.19,North Denmark__North Denmark
DK.20,Zealand__Zealand
